smiles	generation
CNCCC(=O)c1cccs1	1
O=CCC(Oc1cccc2ccccc12)c1cccs1	1
CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO	1
OCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC=C)c45	1
Cc1ccc(cc1Cc1ccc(-c2ccc(F)cc2)s1=O)C1OC(CO)C(O)C(O)C1O	1
COCCCOc1cc(CC(CC(N)C(O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)ccc1O	1
COCCOCCOCCOCCOCCOCC=O	1
CN	1
CO	1
CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36	1
COC(=O)C(N1CCc2c(C1)ccs2=O)c1ccccc1Cl	1
CCCC(O)C1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1	1
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(nc(C)n2)N2CCNCC2)s1	1
CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl	1
NC(=O)CCCCCCC(=O)NO	1
O=C1CNC(=O)C2Cc3c([nH]c4ccccc34)C(N12)c1ccc2OCOc2c1	1
CNCc1cccc2ccccc12	1
CN1CCN2C(C1)c1c(Cc3cccnc23)ccc(O)c1O	1
CCc1ccc(CCOc2ccc(CC(SC(N)=O)C([O-])=O)cc2)nc1	1
CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O	1
Oc1ccc2CC3N(CC=C)CCC45C(Oc1c24)C(CCC35O)OCCOCCOCCOCCOCCOCCOCC=O	1
Oc1ccc(CC2SC(=O)NC2=O)cc1	1
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3=O)c2n1	1
CC1CCOC2Cn3cc(C(N)=O)c(=O)c(O)c3C(=O)N12	1
CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C	1
[O-]C(=O)C(N1CCc2sccc2C1)c1ccccc1Cl	1
COCCCOc1cc(CC(CC(=O)C(O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)ccc1OC	1
CC(C)(C([O-])=O)c1ccc(cc1)C(O)CCC=O	1
CC(C)c1nc(nc(c1C=CC(O)CC(O)CC([O-])=O)-c1ccc(F)c(O)c1O)N(C)S(C)(=O)=O	1
Nc1nc2[nH]cc(CCc3ccc(cc3)C(=O)NCCCC([O-])=O)c2c(=O)[nH]1	1
CCOc1ccc(Cc2cc(ccc2Cl)C(O)C(O)C(O)C(O)C(=O)CO)cc1	1
COC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)CN(Cc1ccc(cc1)-c1ccccn1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C	1
O=CCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12	1
CCN(C)C(=O)Oc1cccc(c1)C(C)=O	1
CCN(C)C(=O)Oc1cccc(c1)C(C)NC	1
Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N(CCNCCO)CC=O	1
OCC=O	1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CO	1
CC(C)(C)C#CC=CC=O	1
CC1CC2C3CCC4=COC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl	1
Cc1[nH]c2ccccc2c1CCN	1
CN1CCN(CC1)C1=Nc2ccccc2Nc2c1cc(C)s2=O	1
C=CC=O	1
CN1CCN(CC1)C(=O)c1cc(C)sc1Nc1ccccc1N	1
COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(CO)c(OC)c1C	1
CC(C)=O	1
C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F	1
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4	1
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3	1
Cc1ccc(cc1Nc1nccc(n1)-c1cccnc1)C(=O)Nc1cc(cc(c1)C(F)(F)F)-n1cnc(CO)c1	1
CN(C)C(=N)N=C(N)N	1
COCC=O	1
Oc1ccc2CC3N(CC=C)CCC45C(Oc1c24)C(CCC35O)OCCOCC=O	1
CC#CC(=O)N1CCCC1c1nc(-c2ccc(cc2)C([O-])=O)c2c(N)nccn12	1
CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F	1
NC(CCC([O-])=O)C([O-])=O	1
[O-]S(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl	1
CN1CCN2C(C1)c1ccc(O)c(O)c1Cc1cccnc21	1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C	1
COC([O-])=O	1
COCCOCCOCCOCCOCCOCCO	1
OC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC=C)c45	1
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(nc(C)n2)N2CCN(CCO)CC2)s1=O	1
NCNc1cc(Cl)c(cc1S([O-])(=O)=O)S(N)(=O)=O	1
CC(C)(C)C#CC=CCNCc1cccc2ccccc12	1
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC	1
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C(=O)Cc3ccc(O)c4OC1C2(CCNCC=C)c34	1
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC1CO1)c45	1
CN1CCNc2ncccc2Cc2ccccc2C(=O)C1	1
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(O)C(O)C3O)c2n1	1
CCOc1ccc(Cc2cc(ccc2Cl)C2OC(CO)C(=O)C(O)C2O)cc1	1
COCCCOc1cc(CC(CC(N)C(O)CC(C(C)C)C(=O)NCC(C)(C)C([O-])=O)C(C)C)ccc1OC	1
CCc1ccc(CCOc2ccc(CC(=O)C(=O)NC(S)=O)cc2)nc1	1
CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C	1
Nc1ccccc1Sc1ccccc1C(=O)N1CCN(CCOCCO)CC1	1
OC1(CC1)C#CC1(OC(=O)Nc2ccc(Cl)cc12)C(F)(F)F	1
CCCCC(=O)N(CC(C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1	1
Oc1ccc2CC3N(CC=C)CCC45C(Oc1c24)C(CCC35O)OCCOCCOCCOCC=O	1
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN	1
OCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC=C)c45	1
CN1CC(=O)N2C(C(O)c3c([nH]c4ccccc34)C2c2ccc3OCOc3c2)C1=O	1
COCCOCCOCCO	1
C1CN2C(CN1)c1ccccc1Cc1cccnc21	1
CN(CC=CC#CC(C)(C)C)Cc1cccc2c(O)c(O)ccc12	1
COCCOCCOCCOCCOCCOCCOCCO	1
CC(C)CC(NC=O)C([O-])=O	1
CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC([O-])=O	1
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C(Cc3ccc(O)c4OC1C2(CC=O)c34)NCC=C	1
O=Cc1cccc2ccccc12	1
COC(=O)C1=C(C)NC(COCCN)=C(C1c1ccccc1Cl)C([O-])=O	1
Oc1ccc2CC3N(CC=C)CCC45C(Oc1c24)C(CCC35O)OCCOCCOCCOCCOCCOCC=O	1
OCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC=C)c45	1
CC1CCOC(C=O)N1C(=O)c1[nH]cc(C(=O)NCc2ccc(F)cc2F)c(=O)c1O	1
CCOC(=O)C1=C(COCCN)NC(C)=C(C1c1ccccc1Cl)C([O-])=O	1
CC(C)(C=O)C(N)=O	1
CCCCCCCCCCCC(CC(O)C(CCCCCC)C([O-])=O)OC(=O)C(CC(C)C)NC=O	1
COCCOCCOCCOCCOCC=O	1
Oc1ccccc1O	1
COCCOCCOCCOCC=O	1
CC(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	1
OC12CC3CC(O)(C1)CC(C3)(C2)NCC(=O)N1CCCC1C#N	1
Oc1ccc2CC3N(CC=C)CCC45C(Oc1c24)C(=O)CCC35O	1
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C1OC(CO)C(O)C(=O)C1O	1
CCCC1OC2CC3C4CCC5=COC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO	1
CCC=O	1
CCc1ccc(CC=O)nc1	1
CC(C)(C([O-])=O)c1ccc(cc1)C(O)CCCNCCC(CC=O)C(O)(c1ccccc1)c1ccccc1	1
CCCS(=O)c1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1	1
CCCCCCCCCCCC(O)CC1OC(=O)C1CCCCCC	1
CCCCC1=NC2(CCCC2)C(=O)N1	1
CCCCC(=O)NCc1ccc(cc1)-c1ccccc1-c1nn[nH]n1	1
CNC(=O)c1cc(Oc2ccc(N)c(F)c2)ccn1	1
COCCOCCOCCOCCO	1
CCCCCCCCc1ccc(CCC(N)(CO)C=O)cc1	1
CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21	1
CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)C(C([O-])=O)C(C)(C)O	1
CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl	1
CC(C)C(N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)C(=O)CCCCO)C([O-])=O	1
CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O	1
O=CCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12	1
OCCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1	1
COc1c(C)cnc(CS(=O)c2nc3ccc(O)cc3[nH]2)c1C	1
Oc1ccc(cc1)C1C(CCC(=O)c2ccc(F)cc2)C(=O)N1c1ccc(F)cc1	1
Cc1ccccc1O	1
C=O	1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccc(O)o1)C(=O)CCl	1
COCCC=O	1
OC(C1CCNCC1)(c1ccccc1)c1ccccc1	1
CNC	1
CS([O-])(=O)=O	1
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C(O)C(O)C(O)C(O)C(=O)CO	1
CNCCN1C(C=O)c2ccccc2Cc2cccnc12	1
Clc1ccc(cc1)C1CCC(CC1)C1C(=O)C(=O)c2ccccc2C1=O	1
NCc1ccc(F)cc1F	1
NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1	1
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42	1
OCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC=C)c45	1
[O-]C(=O)CCC(=O)C([O-])=O	1
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C(=O)C(O)C(O)C(O)C(O)CO	1
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO	1
OC1CC1C#CC1(OC(=O)Nc2ccc(Cl)cc12)C(F)(F)F	1
[O-]C(=O)c1ccco1	1
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4	1
Fc1ccc(C=O)c(F)c1	1
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5	1
OCCO	1
O=Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1	1
CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O	1
COC1CC(CC(C)C2CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(CC(O)CCC(C)C(=O)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1OP(C)(C)=O	1
CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F	1
CN(CC=O)CC1Nc2ncccc2Cc2ccccc12	1
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C1OC(CO)C(=O)C(O)C1O	1
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(=O)C(O)C3O)c2n1	1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C	1
CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N	1
COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(cc1)-c1ccccn1)NC(=O)C(N)C(C)(C)C)C(C)(C)C	1
COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(OC)c1CO	1
CC1CCOC2Cn3cc(C([O-])=O)c(=O)c(O)c3C(=O)N12	1
OCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC=C)c45	1
CN1CCNCC1	1
CC(C)c1nc(nc(-c2ccc(F)cc2)c1C=CC(O)CC([O-])=O)N(C)S(C)(=O)=O	1
Nc1ccccc1	1
COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(O)c1C	1
COCCCOc1cc(CC(CC(N)C(O)CC(C(C)C)C(N)=O)C(C)C)ccc1OC	1
CNCCC(=O)c1ccccc1	1
Cc1nc(Nc2ncc(s2)C([O-])=O)cc(n1)N1CCN(CCO)CC1	1
CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	1
CCCC(O)C(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)C(C(C)C)C([O-])=O	1
COc1ccc2nc([nH]c2c1)S(=O)(=O)Cc1ncc(C)c(OC)c1C	1
CN1CCN2C(C1)c1cc(O)c(O)cc1Cc1cccnc21	1
Cc1cn(cn1)-c1cc(NC(=O)c2ccc(C)c(Nc3nccc(n3)-c3cnc(O)c(O)c3)c2)cc(c1)C(F)(F)F	1
O=C1Nc2ccccc2Sc2ccccc12	1
CNc1nc(C(C)C)c(C=CC(O)CC(O)CC([O-])=O)c(n1)-c1ccc(F)cc1	1
CC(C)(C([O-])=O)c1ccc(cc1)C(=O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	1
CCOc1ccc(Cc2cc(ccc2Cl)C2OC(CO)C(O)C(=O)C2O)cc1	1
C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl	1
CC12CCC3=C4CCOC(=O)C=C4CCC3C1CCC2(O)CC#N	1
Oc1cccc(c1O)C(c1ccccc1)(c1ccccc1Cl)n1ccnc1	1
COc1ccc(CC(CC(N)C(O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)cc1O	1
CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F	1
OC(CCC1C(N(C1=O)c1ccc(F)cc1)c1ccc(O)c(O)c1)c1ccc(F)cc1	1
COCCOCCOCC=O	1
CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO	1
COC1CC(CC(C)C2CC(=O)C(C)C(O)C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1OP(C)(C)=O	1
ONC(=O)CCCCCCC([O-])=O	1
CNCC=CC#CC(C)(C)C	1
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O	1
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c(O)c4C2(CCN3CC=C)C1O	1
Oc1cccc2ccccc12	1
CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C	1
COCCOCCOCCOCCOCCOCCOCC=O	1
NC12CC3CC(C1)CC(O)(C3)C2	1
O=CC(=O)N1CCCC1C#N	1
OCCOC1CC(C(O)C1O)n1nnc2c(NC3CC3c3ccc(F)c(F)c3)nc(S)nc12	1
Cc1cn(cn1)-c1cc(NC(=O)c2ccc(CO)c(Nc3nccc(n3)-c3cccnc3)c2)cc(c1)C(F)(F)F	1
Nc1ccccn1	1
COC(=O)NC(C([O-])=O)C(C)(C)C	1
COCCOCCOCCOCCOCCO	1
CN1CCN(CC1)C(=N\c1cccc(O)c1O)\c1cc(C)sc1N	1
CC([O-])=O	1
Nc1nc2[nH]cc(CCc3ccc(cc3)C(=O)NC(C([O-])=O)C([O-])=O)c2c(=O)[nH]1	1
CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32	1
CC(C)C(=O)C([O-])=O	1
C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O	1
CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O	1
C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O	1
OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCCC1C([O-])=O	1
COCCCOc1cc(CC(CC(N)C(O)CC(C(C)C)C([O-])=O)C(C)C)ccc1OC	1
Cc1ccccc1OC(CC=O)c1ccccc1	1
COC(CC1CCC(C)C(O)(O1)C(=O)C(=O)N1CCCCC1C([O-])=O)C(\C)=C/C=C/C=C\C(C)CC(C)C(=O)C(OC)C(O)C(\C)=C/C(C)C(=O)CC(O)C(C)CC1CCC(OP(C)(C)=O)C(C1)OC	1
Cc1nc(NCCN(CCO)CC=O)cc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)n1	1
CC(C)(CN)C(N)=O	1
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC=C)O	1
CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O	1
COCCO	1
CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)C(=O)C1(N)CCCC1	1
CCOc1ccc(Cc2cc(ccc2Cl)C2OC(C=O)C(O)C(O)C2O)cc1	1
NCCC(Oc1cccc2ccccc12)c1cccs1	1
CC1CCOC2CN(\C=C(/C(=O)NCc3ccc(F)cc3F)C(=O)C([O-])=O)C(=O)C(=O)N12	1
Cc1ccccc1OC(CCN)c1ccccc1	1
CCc1ccc(CCOc2ccc(CC3C(=O)NC(=O)S3=O)cc2)nc1	1
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3	1
Oc1ccc2CC3N(CC=C)CCC45C(Oc1c24)C(CCC35O)OCCOCCOCCOCCOCC=O	1
COCCOCC=O	1
Nc1nc2[nH]cc(CCc3ccc(cc3)C([O-])=O)c2c(=O)[nH]1	1
NC(=O)c1ccc(CCc2c[nH]c3nc(N)[nH]c(=O)c23)cc1	1
OCCOCCN1CCNCC1	1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)C=O	1
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3)c45	1
CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cc(C)c(cc2O)C2CCNCC2)ncc1Cl	1
COC1CC(CC(C)C2CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(CC(=O)CCC(C)C(=O)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1OP(C)(C)=O	1
CCO	1
CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5	1
CCC12CC(=C)C(=O)C(CCc3cccc(O)c3)C1CCC2(O)C#C	1
Cc1cc2c(Nc3ccccc3NC2=O)s1	1
COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(N)Cc1ccc(cc1)-c1ccccn1)C(C)(C)C	1
NCc1ccc(C=CC(=O)NO)cc1	1
Cc1cn(cn1)-c1cc(NC(=O)c2cc(Nc3nccc(n3)-c3cccnc3)c(C)c(O)c2O)cc(c1)C(F)(F)F	1
CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC	1
Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CC=O)CC1	1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC3(C)C2(O1)C(=O)CO	1
CC(C)Oc1cc(C(CCN)CC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	1
OCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC=C)c45	1
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C(=O)C(O)C(O)C(=O)C(O)CO	2
CN1CCNc2ncccc2Cc2ccc(O)c(O)c2C(=O)C1	2
NC=O	2
Oc1ccc2CC3NCCC45C(Oc1c24)C(CCC35O)OCCOCC=O	2
OCCN(CC=O)CC=O	2
O=CCC(Oc1cccc2ccccc12)c1cccs1=O	2
CC(C)c1ccc(cc1)C(O)CCCNCCC(CC=O)C(O)(c1ccccc1)c1ccccc1	2
CC(=O)c1cccc(O)c1	2
OCCOC1CC(C(=O)C1O)n1nnc2c(NC3CC3c3ccc(F)c(F)c3)nc(S)nc12	2
CC(C)CC(N)C([O-])=O	2
COc1ccc(CC(CC(N)C(O)CC(C(C)C)C([O-])=O)C(C)C)cc1OCCC=O	2
CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cc(C)c(cc2O)C(CCN)CC=O)ncc1Cl	2
[O-]C(=O)CCC=O	2
CN(CC=CC#CC(C)(C)C)Cc1cccc(O)c1C([O-])=O	2
CNCC1Nc2ncccc2Cc2ccccc12	2
CCC12CC(=C)C(=O)C(CCc3cc(O)ccc3O)C1CCC2(O)C#C	2
CN(CC=O)CC(=O)c1ccccc1Cc1cccnc1N	2
